name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family
PLTW Biomedical Science - Human Body Systems,"Students examine interactions of human body systems and explore identity, communication, and homeostasis through projects involving bioinformatics and engineering design.",https://www.pltw.org/our-programs/pltw-biomedical-science/pltw-biomedical-science-courses/human-body-systems,Project Lead The Way,Biomedical Program,"Biomedical Science, Anatomy, Physiology",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Biomedical Science - Medical Interventions,"Students investigate medical interventions and follow patient cases to learn about diagnosis, treatment, and prevention of disease using current medical technologies.",https://www.pltw.org/our-programs/pltw-biomedical-science/pltw-biomedical-science-courses/medical-interventions,Project Lead The Way,Biomedical Program,"Biomedical Science, Medicine, Pharmacology",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Biomedical Science - Biomedical Innovation,"Capstone course where students design innovative solutions to real biomedical challenges, working with medical professionals and learning about the product development cycle.",https://www.pltw.org/our-programs/pltw-biomedical-science/pltw-biomedical-science-courses/biomedical-innovation,Project Lead The Way,Biomedical Program,"Biomedical Science, Innovation, Research",11-12,School-dependent,School-based,Full year capstone,High,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Computer Science - Computer Science Essentials,"Students explore computing concepts including algorithms, programming, data analysis, and the societal impact of computing through hands-on activities.",https://www.pltw.org/our-programs/pltw-computer-science/pltw-computer-science-courses/computer-science-essentials,Project Lead The Way,Computer Science Program,"Computer Science, Programming, Data Science",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Computer Science - Computer Science Principles,"Students develop computational thinking skills while exploring programming, algorithms, data representation, and the impact of computing innovations on society.",https://www.pltw.org/our-programs/pltw-computer-science/pltw-computer-science-courses/computer-science-principles,Project Lead The Way,Computer Science Program,"Computer Science, Programming, Algorithms",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Computer Science - Computer Science A,"Students learn object-oriented programming using Java while developing problem-solving skills and understanding data structures, algorithms, and software design.",https://www.pltw.org/our-programs/pltw-computer-science/pltw-computer-science-courses/computer-science-a,Project Lead The Way,Computer Science Program,"Computer Science, Programming, Software Development",10-12,School-dependent,School-based,Full year course,High,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Computer Science - Cybersecurity,"Students explore cybersecurity concepts including network security, cryptography, and ethical hacking while learning to protect digital information and systems.",https://www.pltw.org/our-programs/pltw-computer-science/pltw-computer-science-courses/cybersecurity,Project Lead The Way,Computer Science Program,"Computer Science, Cybersecurity, Information Technology",10-12,School-dependent,School-based,Full year course,High,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
Prodigy Math - Free Account,"Free game-based math learning for grades 1-8. Adaptive curriculum covering 1,500+ math skills aligned to Common Core and state standards. Students explore fantasy world while solving math problems.",https://www.prodigygame.com/,Prodigy Math,Learning Platform,Mathematics,1-8,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Premium Membership,"Premium subscription unlocking exclusive in-game content, pets, items, and features. All educational content remains free. Premium adds engagement features without affecting curriculum access.",https://www.prodigygame.com/,Prodigy Math,Learning Platform,Mathematics,1-8,Paid,Online,Self-paced,,Low,Rolling,Low,False,Optional,Subscription,$50-$500,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Parent Dashboard,"Free parent account to monitor child progress. View skills practiced, time spent, areas of strength and improvement. Set goals and receive weekly progress reports.",https://www.prodigygame.com/main-en/parents/,Prodigy Math,Learning Platform,Mathematics,1-8,Free,Online,Variable,,Medium,Rolling,,Not applicable,Not required,,Free,False,True,True,Medium,True,False,Required,International,High,False,Parent,prodigy_math,
Prodigy Math - Adaptive Learning System,"AI-powered adaptive math curriculum that adjusts difficulty based on student performance. Provides personalized learning path through 1,500+ skills covering all elementary and middle school math.",https://www.prodigygame.com/main-en/math-games/,Prodigy Math,Learning Platform,"Mathematics, Educational Technology",1-8,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Elementary Curriculum (Grades 1-5),"Comprehensive elementary math curriculum covering number sense, operations, fractions, decimals, geometry, and measurement. Aligned to Common Core and provincial standards.",https://www.prodigygame.com/main-en/math-games/,Prodigy Math,Learning Platform,Mathematics,1-5,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Middle School Curriculum (Grades 6-8),"Middle school math curriculum including ratios, proportions, integers, algebraic expressions, equations, statistics, and probability. Pre-algebra and algebra preparation.",https://www.prodigygame.com/main-en/math-games/,Prodigy Math,Learning Platform,"Mathematics, Algebra",6-8,Free,Online,Self-paced,Low,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Multiplayer Battles,Competitive math battles where students compete against peers using math skills. Motivates practice through game-based social interaction while solving math problems.,https://www.prodigygame.com/,Prodigy Math,Learning Platform,Mathematics,1-8,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Assessment and Placement,Built-in placement assessment determines appropriate starting level. Diagnostic questions identify knowledge gaps and create personalized learning path for each student.,https://www.prodigygame.com/,Prodigy Math,Learning Platform,"Mathematics, Assessment",1-8,Free,Online,30-60 minutes (initial),,Low,Rolling,,Not applicable,Not required,,Free,False,True,True,Medium,True,False,Required,International,Optional,False,,prodigy_math,
Prodigy Math - Multi-Platform Access,"Play on web browsers, iOS, and Android devices. Cross-platform progress syncing allows seamless learning at home or school on any device.",https://www.prodigygame.com/,Prodigy Math,Learning Platform,Mathematics,1-8,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Device Access,Free,False,True,True,Medium,True,False,Required,International,Optional,True,,prodigy_math,
Prodigy Math - Skill Practice by Topic,"Focused practice on specific math topics like fractions, multiplication, geometry. Students can target weak areas or review concepts as needed.",https://www.prodigygame.com/main-en/math-games/,Prodigy Math,Learning Platform,Mathematics,1-8,Free,Online,Self-paced,,Low,Rolling,,Not applicable,Not required,Premium Features,Free,False,True,True,Medium,True,False,Required,International,Optional,False,,prodigy_math,
STEM Excellence High School Scholarship,"Annual scholarship for high school students excelling in STEM fields. $2,500 award for students demonstrating outstanding achievement in science, technology, engineering, or mathematics.",https://www.scholarships.com/stem-excellence-hs,Scholarships.com,Scholarship,"Computer Science, Engineering, Mathematics, Science, Technology",9-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,scholarships_com_stem,
